index,path,size_bytes,sha256,authenticated,legacy_entry_byte_identity
41,results/final_experiments/cross_dataset_voting_inference_v1/provenance_audit.csv,1505,fa093688ed99d9925cdd34de2560b60bf6bbd128badbfd3e98707647c42038fe,true,true
42,results/final_experiments/cross_dataset_voting_inference_v1/run_level_metrics.csv,9664,82cdf69846a768a822cfab7d4e31e9dfd79a12b2d80f7a53237687dcbd52f3a6,true,true
43,results/final_experiments/cross_dataset_voting_inference_v1/runtime_resource_summary.csv,6519,f5edec6fe78ec01a20099953bf49bbd747a4c8fc770ec2b4d5821e962b681d8a,true,true
44,results/final_experiments/cross_dataset_voting_inference_v1/runtime_stage_breakdown.csv,12789,9e8be263a7c7b7866cd7440b06581672b900959b3bb77d6bab69109e07ff76d8,true,true
45,results/final_experiments/cross_dataset_voting_inference_v1/score_psi_bins.csv,34514,a850a13f045884dc8c6f354b08820e54c2dd335c5db1022628e67ddd130b6da8,true,true
46,results/final_experiments/cross_dataset_voting_inference_v1/score_psi_summary.csv,4984,db74552509c829824b80df303f68f74be0f88a2dfaa269fc9308036d2fdc7087,true,true
47,results/final_experiments/cross_dataset_voting_inference_v1/stability_pairwise.csv,22714,d4b481417fcba9f5014c1f6034d2e84161ad3cccc1e58f665ead520362e7ea87,true,true
48,results/final_experiments/cross_dataset_voting_inference_v1/stability_summary.csv,6182,545bd1901bbdce8d9e2d7a9cc5a858b3764e5023377ec572db950c8d44019cce,true,true
49,results/final_experiments/cross_dataset_voting_inference_v1/status.json,1298,4b16d8cea9dd877fe62b687416fe70c6bcd9def50ab8f9425f16cd2aebeb0e8a,true,status_superseded
50,results/final_experiments/cross_dataset_voting_inference_v1/validation_summary.md,2968,44fbd0f560daa084ed29f91497f0ef50e713602979f322e7045a2cd70b459f36,true,true
51,results/final_experiments/cross_dataset_voting_inference_v1/voting_budget_results.csv,11647,ca2e9e2b8e77044b0f7a23c69bf86c91844c6f27feb9749069681831c4d38b5e,true,true
52,cleanup/audits/prompt_06_voting_inference_evidence_package/frozen_input_authentication.json,3311,ff1f74ec7b808ac3b8922642363e8ac1d6bd3a2c5d55c3749f90767b5d7f136c,true,true
53,cleanup/audits/prompt_06_voting_inference_evidence_package/preservation_audit.json,1556,4ab321eb1426bcb312eee198fd6dc057beae9bbe6bfb8c5cb740a4312e0b1f1c,true,true
54,cleanup/audits/prompt_06_voting_inference_evidence_package/repository_state.json,1458,50687299d553ed5e4772cd719c5a5898d332fa448772570adae06370776dc682,true,true
