"relative_path","file_type","size_bytes","modification_time_utc","preservation_method","sha256","scientific_role"
"catboost/hybrid_mrmr/catboost_hybrid_llm_then_mrmr_bbbe1ad711da/results/oot_test_results.csv","csv","1101","2026-04-29T20:59:08.2346522Z","sha256","dfbce6b4fe5a7e85f7483e139bb0ab7de21b65bb9ce39a0f21d525df82afce54","other_scientific_artifact"
"catboost/hybrid_mrmr/catboost_hybrid_llm_then_mrmr_bbbe1ad711da/results/runtime_summary.csv","csv","654","2026-04-29T20:59:08.2446310Z","sha256","8ca8690c7294c1e80fb6cb648525e2870dfc16c6003696759ababcf01689a2c1","other_scientific_artifact"
"catboost/hybrid_mrmr/catboost_hybrid_llm_then_mrmr_bbbe1ad711da/results/selected_feature_psi.csv","csv","1994","2026-04-29T20:59:08.1191713Z","sha256","ad41645fc3e02bcea97c1877fbd15838ed04dd4c3a967ef97abea3629f002ed3","selected_features"
"catboost/hybrid_mrmr/catboost_hybrid_llm_then_mrmr_bbbe1ad711da/run.log","log","54626","2026-04-29T20:59:08.2466307Z","sha256","c0a84cf8212db42a4a054e376b76e57bea41a0afc15815cfcb31c85999893edd","log"
"catboost/hybrid_mrmr/catboost_hybrid_llm_then_mrmr_bbbe1ad711da/run_manifest.json","json","9267","2026-04-29T20:59:08.3068350Z","sha256","b42c2b14a331b294e4f9134f1598eb86d66ebc60aeee88034f57d86dca29092e","manifest"
"catboost/hybrid_stable_core_llm_fill/catboost_hybrid_stable_core_llm_fill_7d27dc99d488/_SUCCESS","none","25","2026-04-29T22:08:35.4825992Z","sha256","8f72a372f388fb962617358c769a10de34df3e3588daa23045b0d1c391568f2c","other_scientific_artifact"
"catboost/hybrid_stable_core_llm_fill/catboost_hybrid_stable_core_llm_fill_7d27dc99d488/data_split_manifest.json","json","705","2026-04-29T21:56:19.8259433Z","sha256","55c6614a990d3cbbc0430fbd78184857943f7fb3202954b2ad17365b0ae3be91","manifest"
"catboost/hybrid_stable_core_llm_fill/catboost_hybrid_stable_core_llm_fill_7d27dc99d488/features/feature_stability_metrics.csv","csv","559","2026-04-29T21:56:19.5783051Z","sha256","7a777deb957c934b263d421567c7edd556c6d4838205de211e6d2d78abdd4438","metrics_evaluation"
"catboost/hybrid_stable_core_llm_fill/catboost_hybrid_stable_core_llm_fill_7d27dc99d488/features/final_selected_features.csv","csv","4186","2026-04-29T22:07:24.3099114Z","sha256","2c1393ff53009b7c352fd2d9511d6561ed354ba0cf3dbb09048a88a057c737ca","selected_features"
"catboost/hybrid_stable_core_llm_fill/catboost_hybrid_stable_core_llm_fill_7d27dc99d488/features/fold_selected_features.csv","csv","18989","2026-04-29T21:56:19.5287343Z","sha256","9d25322a2c7c7bfc38d278e74338af368b7484d6bfacabfd3ecaf03980bcd7a7","selected_features"
"catboost/hybrid_stable_core_llm_fill/catboost_hybrid_stable_core_llm_fill_7d27dc99d488/features/llm_hybrid_trace.csv","csv","38525","2026-04-29T22:07:24.3134034Z","sha256","e6038bca7379dfe99f26225ac232b86bbe3834acd638efd3f05da32c112026c1","other_scientific_artifact"
"catboost/hybrid_stable_core_llm_fill/catboost_hybrid_stable_core_llm_fill_7d27dc99d488/features/llm_rankings_summary.csv","csv","270006","2026-04-29T21:56:30.2434731Z","sha256","a8a9ce0e2565d5bcfe2040ef98155e09c0e868cdc4035bb4dafe514b0c95b066","ranking"
"catboost/hybrid_stable_core_llm_fill/catboost_hybrid_stable_core_llm_fill_7d27dc99d488/features/selection_frequency.csv","csv","2798","2026-04-29T21:56:19.5493065Z","sha256","e8c38c5988a827b517c6d2a6b9662d83e2e2e1db50b7bdb40af37c2b7fc0fc27","other_scientific_artifact"
"catboost/hybrid_stable_core_llm_fill/catboost_hybrid_stable_core_llm_fill_7d27dc99d488/features/semantic_group_stability.csv","csv","387","2026-04-29T21:56:19.5523048Z","sha256","c40a29db090ef149ac29d93b2a6ab3cbcc6bdd4102a0ba511ed8e27cb14bd544","other_scientific_artifact"
"catboost/hybrid_stable_core_llm_fill/catboost_hybrid_stable_core_llm_fill_7d27dc99d488/leakage_report.json","json","428","2026-04-29T21:56:19.8239438Z","sha256","95e87975747848050e8d948d998908c57760b65f4c63a2dd6f689517721a770d","report_documentation"
"catboost/hybrid_stable_core_llm_fill/catboost_hybrid_stable_core_llm_fill_7d27dc99d488/models/final_model.model","model","7274400","2026-04-29T22:08:34.1880191Z","sha256","dbf80bf64f7481d3470e3b7e5e1ed7e5a5713a9b1f2e5f5ca923407e7ae81075","model_checkpoint"
"catboost/hybrid_stable_core_llm_fill/catboost_hybrid_stable_core_llm_fill_7d27dc99d488/models/final_model_metadata.json","json","4701","2026-04-29T22:08:34.1967050Z","sha256","6bf9690e66e0b7f5645fc51678cbc0d34abcf3ec0b75205ed657665c34af9f67","model_checkpoint"
"catboost/hybrid_stable_core_llm_fill/catboost_hybrid_stable_core_llm_fill_7d27dc99d488/models/final_preprocessor.pkl","pkl","85175","2026-04-29T22:08:34.1958237Z","sha256","fcb1974b3fafb4094b51937b1984e8604a4c2d11d1b0830477ea289ed4bfaf38","model_checkpoint"
"catboost/hybrid_stable_core_llm_fill/catboost_hybrid_stable_core_llm_fill_7d27dc99d488/results/credit_risk_utility.csv","csv","145","2026-04-29T22:08:35.2295334Z","sha256","bd9d6500df6883636f64df31a3e8202b0b2bad5f15b1a109c23c2f95f99aaaa9","other_scientific_artifact"
"catboost/hybrid_stable_core_llm_fill/catboost_hybrid_stable_core_llm_fill_7d27dc99d488/results/cv_results.csv","csv","4567","2026-04-29T21:56:19.5277350Z","sha256","9ebd6fbfb035c616062b686b7cf8ad73a939963c96c5ee4e48b094c788ca6230","other_scientific_artifact"
"catboost/hybrid_stable_core_llm_fill/catboost_hybrid_stable_core_llm_fill_7d27dc99d488/results/experiment_summary.csv","csv","2829","2026-04-29T22:08:35.3522704Z","sha256","e367955fc4ca3af356dc003f30523d0c404ed42548893ea25941a06672138209","other_scientific_artifact"
"catboost/hybrid_stable_core_llm_fill/catboost_hybrid_stable_core_llm_fill_7d27dc99d488/results/model_score_psi.csv","csv","39","2026-04-29T22:08:35.2287407Z","sha256","461a6c79028069701cfb18ea29e6e066a9aed3b30e85d94890f02e6b69d69fb4","model_checkpoint"
"catboost/hybrid_stable_core_llm_fill/catboost_hybrid_stable_core_llm_fill_7d27dc99d488/results/oot_predictions.csv","csv","2934276","2026-04-29T22:08:35.3392699Z","sha256","3fdb0fedab8461faa788ef59226a904f9a13f838ba46b8ed9f3119629e86fb80","prediction"
"catboost/hybrid_stable_core_llm_fill/catboost_hybrid_stable_core_llm_fill_7d27dc99d488/results/oot_test_results.csv","csv","1098","2026-04-29T22:08:35.3413083Z","sha256","927dde71092cc5cc900d8840466bbf79a5b5ffb500f4ffb6e8c613a8c4b6ab36","other_scientific_artifact"
"catboost/hybrid_stable_core_llm_fill/catboost_hybrid_stable_core_llm_fill_7d27dc99d488/results/runtime_summary.csv","csv","656","2026-04-29T22:08:35.3502699Z","sha256","6a34c787ac8b6a4b00a598ae2c8e2019948fce2f4794ab8e68bd799fe65803a3","other_scientific_artifact"
"catboost/hybrid_stable_core_llm_fill/catboost_hybrid_stable_core_llm_fill_7d27dc99d488/results/selected_feature_psi.csv","csv","1967","2026-04-29T22:08:35.2267408Z","sha256","bf89951fdbe5e8773be4b0ed8eb5062a7b266f089434b8b57e237e33a856510a","selected_features"
"catboost/hybrid_stable_core_llm_fill/catboost_hybrid_stable_core_llm_fill_7d27dc99d488/run.log","log","247222","2026-04-29T22:08:35.3522704Z","sha256","3fa6fa8e5f523768f19f8f8231136b1958b102d15bb58e76bb79274340fce6df","log"
"catboost/hybrid_stable_core_llm_fill/catboost_hybrid_stable_core_llm_fill_7d27dc99d488/run_manifest.json","json","9342","2026-04-29T22:08:35.4816001Z","sha256","a1e642054dd9efa8ab9e7db16feade89f5c87e2134ad99181412e59b223b07fe","manifest"
"catboost/llm/catboost_llm_llm_ff3ef4330e84/_SUCCESS","none","25","2026-04-29T20:51:00.1662612Z","sha256","868bb70e35279817d4e5b1417e52aa14e43ab25e9969ace1720958fa49ec8927","other_scientific_artifact"
"catboost/llm/catboost_llm_llm_ff3ef4330e84/data_split_manifest.json","json","705","2026-04-29T20:49:24.6535617Z","sha256","55c6614a990d3cbbc0430fbd78184857943f7fb3202954b2ad17365b0ae3be91","manifest"
"catboost/llm/catboost_llm_llm_ff3ef4330e84/features/feature_stability_metrics.csv","csv","561","2026-04-29T20:49:24.4041043Z","sha256","8c0718c45af98fa89ec56bbc64552d71fea5f5876853e1a3e6770f68ef1f20dc","metrics_evaluation"
"catboost/llm/catboost_llm_llm_ff3ef4330e84/features/final_selected_features.csv","csv","3352","2026-04-29T20:49:35.8959505Z","sha256","ba6255efa8ec5150a4a31521bd6bc7276d2f50a6c139b6ea75939dbf680f614e","selected_features"
"catboost/llm/catboost_llm_llm_ff3ef4330e84/features/fold_selected_features.csv","csv","15080","2026-04-29T20:49:24.3544772Z","sha256","3d8fe2ae924b0c03e9912732031ac18329aa129d5cb2c7a0d450c0234c8cbba2","selected_features"
"catboost/llm/catboost_llm_llm_ff3ef4330e84/features/llm_rankings_summary.csv","csv","270006","2026-04-29T20:49:35.1566752Z","sha256","3b8163108087ce9250b6dd0e3478fded897463f24d3138ba1b722d90f3fbc6a5","ranking"
"catboost/llm/catboost_llm_llm_ff3ef4330e84/features/selection_frequency.csv","csv","3124","2026-04-29T20:49:24.3753843Z","sha256","4cf8cb543593c7fd25fea864d18e81d2202a1b28ffd4b39b4197b77ba6eef6c7","other_scientific_artifact"
"catboost/llm/catboost_llm_llm_ff3ef4330e84/features/semantic_group_stability.csv","csv","354","2026-04-29T20:49:24.3783993Z","sha256","098d3bb3e86b453b0439a77b426940dfe9c3049fe7ebe76ef01149e893dd61da","other_scientific_artifact"
"catboost/llm/catboost_llm_llm_ff3ef4330e84/leakage_report.json","json","428","2026-04-29T20:49:24.6525759Z","sha256","95e87975747848050e8d948d998908c57760b65f4c63a2dd6f689517721a770d","report_documentation"
"catboost/llm/catboost_llm_llm_ff3ef4330e84/models/final_model.model","model","7201168","2026-04-29T20:50:58.7610893Z","sha256","39b0b3c33ba709d2a959740b39990156f68ca8a938225bf05eef65bb8c0ce703","model_checkpoint"
"catboost/llm/catboost_llm_llm_ff3ef4330e84/models/final_model_metadata.json","json","5933","2026-04-29T20:50:58.7697223Z","sha256","aec23b4c70e8b8fabeacf8e3ab35da3c276fb11b01524a8a403f290122d3fb55","model_checkpoint"
"catboost/llm/catboost_llm_llm_ff3ef4330e84/models/final_preprocessor.pkl","pkl","9687","2026-04-29T20:50:58.7697223Z","sha256","854392522c21c99aa3b16eef726b24d19d5e90adb5fc63d1287590f4516152cb","model_checkpoint"
"catboost/llm/catboost_llm_llm_ff3ef4330e84/results/credit_risk_utility.csv","csv","146","2026-04-29T20:50:59.9904680Z","sha256","2f404eba09cf5a4ce0f79f2f724c4b43214bcf417c69277ccb7c6a8f9bd49965","other_scientific_artifact"
"catboost/llm/catboost_llm_llm_ff3ef4330e84/results/cv_results.csv","csv","4624","2026-04-29T20:49:24.3534631Z","sha256","515df4eafc8b662a836afee9057c167e3c8df40c7c973c4e3ca96e4c0cd306f7","other_scientific_artifact"
"catboost/llm/catboost_llm_llm_ff3ef4330e84/results/experiment_summary.csv","csv","2738","2026-04-29T20:51:00.1202135Z","sha256","2b124f17e75f2dd57065a82cc02dca02eeb5aecb7a2423a40e5b078ee9d4740d","other_scientific_artifact"
"catboost/llm/catboost_llm_llm_ff3ef4330e84/results/model_score_psi.csv","csv","39","2026-04-29T20:50:59.9894686Z","sha256","ae611baebf6c53177676624f873e3fac45d229366620ef31beda715a38d2eb15","model_checkpoint"
"catboost/llm/catboost_llm_llm_ff3ef4330e84/results/oot_predictions.csv","csv","2932275","2026-04-29T20:51:00.1080548Z","sha256","dec9b6c572f52322effb01988081a1e16ad3f79e1db044a6d1d818ace6941ad4","prediction"
"catboost/llm/catboost_llm_llm_ff3ef4330e84/results/oot_test_results.csv","csv","1082","2026-04-29T20:51:00.1100385Z","sha256","8f79086c9d2e5ada549125071ca72162f231f70d01f6315adfada885443aafdc","other_scientific_artifact"
"catboost/llm/catboost_llm_llm_ff3ef4330e84/results/runtime_summary.csv","csv","643","2026-04-29T20:51:00.1193161Z","sha256","fec458339ad1504e5316c2247b21982866c71780498b97c4404633b1c02252d9","other_scientific_artifact"
"catboost/llm/catboost_llm_llm_ff3ef4330e84/results/selected_feature_psi.csv","csv","3194","2026-04-29T20:50:59.9884688Z","sha256","6aff0491edc101e8c176fea019353a8709c6189776c0b78bb1fb02ac9a78a747","selected_features"
"catboost/llm/catboost_llm_llm_ff3ef4330e84/run.log","log","6208","2026-04-29T20:51:00.1212535Z","sha256","453f43edd73480275ca2d8fa86030af84ff9e45c3a79f43e47748c3f3b61a8b9","log"
"catboost/llm/catboost_llm_llm_ff3ef4330e84/run_manifest.json","json","9130","2026-04-29T20:51:00.1662612Z","sha256","f733b1c402216d74445e27f5321b12757c0fb18ac4ae864487fec9a4ba10a593","manifest"
"catboost/statistical/catboost_statistical_boruta_1bc8157c0acd/_SUCCESS","none","25","2026-04-29T20:35:14.1580703Z","sha256","e42a9f84e2d91a61af40be7b4d6759ed1c457c123936d573ba0a3cdd94d17458","other_scientific_artifact"
"catboost/statistical/catboost_statistical_boruta_1bc8157c0acd/data_split_manifest.json","json","705","2026-04-29T20:28:54.0131799Z","sha256","55c6614a990d3cbbc0430fbd78184857943f7fb3202954b2ad17365b0ae3be91","manifest"
"catboost/statistical/catboost_statistical_boruta_1bc8157c0acd/features/feature_stability_metrics.csv","csv","577","2026-04-29T20:28:53.7179924Z","sha256","66e853477d7b5f0d67536ad5cab085a791b3cd784f43dafb02aa2e25d9e9dd91","metrics_evaluation"
"catboost/statistical/catboost_statistical_boruta_1bc8157c0acd/features/final_selected_features.csv","csv","3846","2026-04-29T20:34:13.8482465Z","sha256","a83e3a9323c37f63158a8eeceb62cacbe62e7bd4f1bb5e65a574b4ed177c816f","selected_features"
"catboost/statistical/catboost_statistical_boruta_1bc8157c0acd/features/fold_selected_features.csv","csv","16888","2026-04-29T20:28:53.6863965Z","sha256","5f19a15c8bd3466ff7959f78a1cff4746ab19da080afbe06e8f9a09e3fe12155","selected_features"
"catboost/statistical/catboost_statistical_boruta_1bc8157c0acd/features/selection_frequency.csv","csv","3280","2026-04-29T20:28:53.7079145Z","sha256","80de3ad43d1cb1498e00919b2e648b8ceb650517753e854157ca2e92bdc3b123","other_scientific_artifact"
"catboost/statistical/catboost_statistical_boruta_1bc8157c0acd/features/semantic_group_stability.csv","csv","387","2026-04-29T20:28:53.7119880Z","sha256","851a5f7cce807006ffa301432d855201e5ff94a216da2996b62c1765b43a6806","other_scientific_artifact"
"catboost/statistical/catboost_statistical_boruta_1bc8157c0acd/leakage_report.json","json","391","2026-04-29T20:28:54.0111642Z","sha256","b7cbf2ce8ecb4afd703a2f8fe3db9b19455bf1423419f573e1a4d148ca71d340","report_documentation"
