run_id,dataset,model,selector,experiment_type,feature_budget,selected_feature_count,selected_feature_path,selected_feature_hash,depends_on_clip,pairing_policy_version,reuse_status,reason,configuration_hash,data_manifest_hash,source_identity_manifest_hash,source_training_dataset,external_dataset
lr_hybrid_stable_core_llm_fill_1ddd0142e614,homecredit,lr,stable_core_llm_fill,hybrid,20.0,20,results/homecredit/lr/hybrid_stable_core_llm_fill/lr_hybrid_stable_core_llm_fill_1ddd0142e614/features/final_selected_features.csv,ea38c7021503d4704d361375b9fb926ab599394ac93633c876ad798094be3250,False,not_applicable_non_clip,reusable_existing,Existing final DEV-selected feature set from a completed non-CLIP run.,,,,,
lr_llm_llm_66fabfd650a1,homecredit,lr,llm,llm,20.0,20,results/homecredit/lr/llm/lr_llm_llm_66fabfd650a1/features/final_selected_features.csv,f00c9d66e651da4c3f3d611528bd06f5b301dc0d863e70e8665c0aa970fcc648,False,not_applicable_non_clip,reusable_existing,Existing final DEV-selected feature set from a completed non-CLIP run.,,,,,
lr_statistical_boruta_80d39f8dcf68,homecredit,lr,boruta,statistical,20.0,20,results/homecredit/lr/statistical/lr_statistical_boruta_80d39f8dcf68/features/final_selected_features.csv,ac5eba5edab8ae27c7ece853945daeb6a1b0bf69d02c33967feb0af0bf147dd9,False,not_applicable_non_clip,reusable_existing,Existing final DEV-selected feature set from a completed non-CLIP run.,,,,,
lr_statistical_domain_rule_baseline_cfdde445ea74,homecredit,lr,domain_rule_baseline,statistical,20.0,20,results/homecredit/lr/statistical/lr_statistical_domain_rule_baseline_cfdde445ea74/features/final_selected_features.csv,29ac547e0b0a10236c440c998fba2c474f2aa71675341727fd2ad0afd0c6f818,False,not_applicable_non_clip,reusable_existing,Existing final DEV-selected feature set from a completed non-CLIP run.,,,,,
lr_statistical_mrmr_53a793cb32fe,homecredit,lr,mrmr,statistical,20.0,20,results/homecredit/lr/statistical/lr_statistical_mrmr_53a793cb32fe/features/final_selected_features.csv,f4b44c0570df13be5f3a716a2d187a09b96a1c7da1d9dde976fbf42707ab78ee,False,not_applicable_non_clip,reusable_existing,Existing final DEV-selected feature set from a completed non-CLIP run.,,,,,
lr_statistical_pca_7d168b078e9c,homecredit,lr,pca,statistical,20.0,20,results/homecredit/lr/statistical/lr_statistical_pca_7d168b078e9c/features/final_selected_features.csv,f68842824b84f624585a0c8b2150ad62d357e4e2226d2f2d9506a2527ce9cd0b,False,not_applicable_non_clip,reusable_existing,Existing final DEV-selected feature set from a completed non-CLIP run.,,,,,
catboost_hybrid_llm_then_boruta_10179060705b,lendingclub_v2,catboost,llm_then_boruta,hybrid,40.0,40,results/lendingclub_v2/catboost/hybrid_boruta/catboost_hybrid_llm_then_boruta_10179060705b/features/final_selected_features.csv,f205661563398ae8bff20d2381dd7c67caeb2f2c769ba54e1878deb0c3af318d,False,not_applicable_non_clip,reusable_existing,Existing final DEV-selected feature set from a completed non-CLIP run.,,,,,
catboost_hybrid_llm_then_mrmr_59865aa71763,lendingclub_v2,catboost,llm_then_mrmr,hybrid,40.0,40,results/lendingclub_v2/catboost/hybrid_mrmr/catboost_hybrid_llm_then_mrmr_59865aa71763/features/final_selected_features.csv,6fcbad7bb0841d36c533f52d8de7e0bda9710cacc1c7e379aefb415893e45860,False,not_applicable_non_clip,reusable_existing,Existing final DEV-selected feature set from a completed non-CLIP run.,,,,,
catboost_hybrid_stable_core_llm_fill_8da7f3b51c4a,lendingclub_v2,catboost,stable_core_llm_fill,hybrid,40.0,40,results/lendingclub_v2/catboost/hybrid_stable_core_llm_fill/catboost_hybrid_stable_core_llm_fill_8da7f3b51c4a/features/final_selected_features.csv,7d04dde3aa909f034bbd0deaa77c240ade9ecfc251de3111a566525acc8b98e5,False,not_applicable_non_clip,reusable_existing,Existing final DEV-selected feature set from a completed non-CLIP run.,,,,,
catboost_llm_llm_e6489647a93c,lendingclub_v2,catboost,llm,llm,40.0,40,results/lendingclub_v2/catboost/llm/catboost_llm_llm_e6489647a93c/features/final_selected_features.csv,855a6d625b5f5c0d900caf77fdbdc2794c63345fe43315d4494b26e03d14b700,False,not_applicable_non_clip,reusable_existing,Existing final DEV-selected feature set from a completed non-CLIP run.,,,,,
catboost_statistical_boruta_effd06e32b3d,lendingclub_v2,catboost,boruta,statistical,40.0,40,results/lendingclub_v2/catboost/statistical/catboost_statistical_boruta_effd06e32b3d/features/final_selected_features.csv,fb239c1a2788bad3ed3530401195dab7bb7d42f108b54e64588dbaf3c6f1f44f,False,not_applicable_non_clip,reusable_existing,Existing final DEV-selected feature set from a completed non-CLIP run.,,,,,
catboost_statistical_domain_rule_baseline_9f4a8907eaf7,lendingclub_v2,catboost,domain_rule_baseline,statistical,40.0,40,results/lendingclub_v2/catboost/statistical/catboost_statistical_domain_rule_baseline_9f4a8907eaf7/features/final_selected_features.csv,af307b66406fc05e234d6b5bd94e35b9e0da2b2c7468b085adfac499bf238ef2,False,not_applicable_non_clip,reusable_existing,Existing final DEV-selected feature set from a completed non-CLIP run.,,,,,
catboost_statistical_mrmr_94a6a14a53a4,lendingclub_v2,catboost,mrmr,statistical,40.0,40,results/lendingclub_v2/catboost/statistical/catboost_statistical_mrmr_94a6a14a53a4/features/final_selected_features.csv,0fb9fedbb09468c52f8ae998734f8e00e17796b642e76c60e24e3a6e40de204c,False,not_applicable_non_clip,reusable_existing,Existing final DEV-selected feature set from a completed non-CLIP run.,,,,,
catboost_statistical_pca_0e10cf48968e,lendingclub_v2,catboost,pca,statistical,40.0,40,results/lendingclub_v2/catboost/statistical/catboost_statistical_pca_0e10cf48968e/features/final_selected_features.csv,2f3ae81c7d510bc686f63402367da9b26e9bb14a7dec49023a45878476c9ba7f,False,not_applicable_non_clip,reusable_existing,Existing final DEV-selected feature set from a completed non-CLIP run.,,,,,
lr_hybrid_llm_then_boruta_4ecceaa878fc,lendingclub_v2,lr,llm_then_boruta,hybrid,20.0,20,results/lendingclub_v2/lr/hybrid_boruta/lr_hybrid_llm_then_boruta_4ecceaa878fc/features/final_selected_features.csv,544de6e6931edf1ae5f51aaa3952d0a7057541a5fc36373b22549443bb2400b6,False,not_applicable_non_clip,reusable_existing,Existing final DEV-selected feature set from a completed non-CLIP run.,,,,,
lr_hybrid_llm_then_mrmr_45d98f9ad95c,lendingclub_v2,lr,llm_then_mrmr,hybrid,20.0,20,results/lendingclub_v2/lr/hybrid_mrmr/lr_hybrid_llm_then_mrmr_45d98f9ad95c/features/final_selected_features.csv,03888a404f5b129923be30a7208a9e129f631d3c778a6e746c4d560e1f16b8cf,False,not_applicable_non_clip,reusable_existing,Existing final DEV-selected feature set from a completed non-CLIP run.,,,,,
lr_hybrid_stable_core_llm_fill_497f694ad76d,lendingclub_v2,lr,stable_core_llm_fill,hybrid,20.0,20,results/lendingclub_v2/lr/hybrid_stable_core_llm_fill/lr_hybrid_stable_core_llm_fill_497f694ad76d/features/final_selected_features.csv,fb7dec56ce016e1e5fe1cc91f98af0ebd2811f9193a10b2041536220dc1f3291,False,not_applicable_non_clip,reusable_existing,Existing final DEV-selected feature set from a completed non-CLIP run.,,,,,
lr_llm_llm_bb103e2ac012,lendingclub_v2,lr,llm,llm,20.0,20,results/lendingclub_v2/lr/llm/lr_llm_llm_bb103e2ac012/features/final_selected_features.csv,8e636990fd5fe4a9d7f81ec11f8c2bac83894d33c8da32c4f32275648b24bbb5,False,not_applicable_non_clip,reusable_existing,Existing final DEV-selected feature set from a completed non-CLIP run.,,,,,
lr_statistical_boruta_a5cb18c42069,lendingclub_v2,lr,boruta,statistical,20.0,20,results/lendingclub_v2/lr/statistical/lr_statistical_boruta_a5cb18c42069/features/final_selected_features.csv,f25d582297050d2afba225c31c63ad930ca775470115b7625b0777c1392630ce,False,not_applicable_non_clip,reusable_existing,Existing final DEV-selected feature set from a completed non-CLIP run.,,,,,
lr_statistical_domain_rule_baseline_97d75bbd34ef,lendingclub_v2,lr,domain_rule_baseline,statistical,20.0,20,results/lendingclub_v2/lr/statistical/lr_statistical_domain_rule_baseline_97d75bbd34ef/features/final_selected_features.csv,87ad3e8f1eebd1e67fdb2c59688c58d256eec8c6db92f1b769a042a71db89992,False,not_applicable_non_clip,reusable_existing,Existing final DEV-selected feature set from a completed non-CLIP run.,,,,,
lr_statistical_mrmr_c30cd6aff377,lendingclub_v2,lr,mrmr,statistical,20.0,20,results/lendingclub_v2/lr/statistical/lr_statistical_mrmr_c30cd6aff377/features/final_selected_features.csv,e9eadb0d06c1926a696f0a7cbe79e8687b565babb72e78d151dd0b8b1cb675a7,False,not_applicable_non_clip,reusable_existing,Existing final DEV-selected feature set from a completed non-CLIP run.,,,,,
lr_statistical_pca_7247c89ceae5,lendingclub_v2,lr,pca,statistical,20.0,20,results/lendingclub_v2/lr/statistical/lr_statistical_pca_7247c89ceae5/features/final_selected_features.csv,c8263845a86c7f57c4c94b6505d699e12196b30bca9be3d23b866351b5786edc,False,not_applicable_non_clip,reusable_existing,Existing final DEV-selected feature set from a completed non-CLIP run.,,,,,
homecredit_lr_corrected_clip_then_mrmr,homecredit,lr,corrected_clip_then_mrmr,corrected_clip_professor_request,20.0,20,results/corrected_homecredit_clip/combined_pipeline/runs/homecredit_lr_corrected_clip_then_mrmr/features/final_selected_features.csv,87ddcf2e5003ec842c2fe6bdaaf130aab2e9667847abf9ca2200edf7de61df65,True,identity_equivalence_v2,newly_executed,Corrected CLIP-dependent DEV-selected feature set.,,,,,
homecredit_lr_llm_then_corrected_clip_then_mrmr,homecredit,lr,llm_then_corrected_clip_then_mrmr,corrected_clip_professor_request,20.0,20,results/corrected_homecredit_clip/combined_pipeline/runs/homecredit_lr_llm_then_corrected_clip_then_mrmr/features/final_selected_features.csv,5c056dcd1279dbc8dc388dd9b719cbb475fb53e8437e05692759bfde3f2665ff,True,identity_equivalence_v2,newly_executed,Corrected CLIP-dependent DEV-selected feature set.,,,,,
homecredit_catboost_corrected_clip_then_mrmr,homecredit,catboost,corrected_clip_then_mrmr,corrected_clip_professor_request,40.0,40,results/corrected_homecredit_clip/combined_pipeline/runs/homecredit_catboost_corrected_clip_then_mrmr/features/final_selected_features.csv,35ca54a88bb7893dcd53c82cb40c59802caa7dab71b86aa00e11f5c98222b671,True,identity_equivalence_v2,newly_executed,Corrected CLIP-dependent DEV-selected feature set.,,,,,
homecredit_catboost_llm_then_corrected_clip_then_mrmr,homecredit,catboost,llm_then_corrected_clip_then_mrmr,corrected_clip_professor_request,40.0,40,results/corrected_homecredit_clip/combined_pipeline/runs/homecredit_catboost_llm_then_corrected_clip_then_mrmr/features/final_selected_features.csv,6dabd469bf269f706645283bfa6ae96205fc0406686603c52c24022d028c31d0,True,identity_equivalence_v2,newly_executed,Corrected CLIP-dependent DEV-selected feature set.,,,,,
logistic_regression,homecredit,lr,lendingclub_clip_to_homecredit_mrmr,corrected_reverse_transfer,20.0,20,results/corrected_lendingclub_to_homecredit_transfer/downstream/logistic_regression/features/final_selected_features.csv,46d26542141c63b1378feb7d3438d12401ab02d3e5a4f5cda0d40c55b865f438,True,identity_equivalence_v2,newly_executed,Home Credit DEV-only mRMR after frozen reverse-transfer screening.,f20630b9efcaaaff7e47ec30d4f66b0c94d8c29d50160bf45377b52a4a5cdc6a,8881c8cd3b0b8237d1528e136edf7095169bed7b99d9ca0c9ff1034c96940df5,7883354de62e0919f84923e7bf7227eb7fbfab51a5f8c4c612dca468c0f3cc0e,lendingclub_v2,homecredit
catboost,homecredit,catboost,lendingclub_clip_to_homecredit_mrmr,corrected_reverse_transfer,40.0,40,results/corrected_lendingclub_to_homecredit_transfer/downstream/catboost/features/final_selected_features.csv,ca4635c31675473181e7775465fc7262da5a84023f38a53a00917a3b8eaa52a3,True,identity_equivalence_v2,newly_executed,Home Credit DEV-only mRMR after frozen reverse-transfer screening.,f20630b9efcaaaff7e47ec30d4f66b0c94d8c29d50160bf45377b52a4a5cdc6a,8881c8cd3b0b8237d1528e136edf7095169bed7b99d9ca0c9ff1034c96940df5,7883354de62e0919f84923e7bf7227eb7fbfab51a5f8c4c612dca468c0f3cc0e,lendingclub_v2,homecredit
