record_type,scenario,dataset,model,pipeline,run_id,logical_requests,canonical_physical_calls,source_generation_calls,total_physical_calls,local_reuse,calls_avoided,input_tokens,output_tokens,total_tokens,cost_lower_usd,cost_upper_usd,selector_seconds,pipeline_seconds,latency_lower_seconds,latency_upper_seconds,status,source_file,notes,evidence_cohort,source_sha256
runtime,observed completed run,LendingClub v2,Logistic Regression,mRMR,lr_statistical_mrmr_c30cd6aff377,0,,,0,0,,,,,,,975.578787326813,1159.68490934372,,,exact runtime-summary components,results/lendingclub_v2/lr/statistical/lr_statistical_mrmr_c30cd6aff377/results/runtime_summary.csv;results/lendingclub_v2/lr/statistical/lr_statistical_mrmr_c30cd6aff377/run.log,Provider latency is zero for local cache hits. Combined feature-selection runtime is not compared directly with provider latency without labels.,canonical_llm_matrix_v2,fed536f44ed42d816abec1da4cb4d5a67acf8dfa1a400f6b0e34acb55e4f40f5
runtime,observed completed run,LendingClub v2,Logistic Regression,pure LLM,lr_llm_llm_bb103e2ac012,6,,,6,0,,,,,,,303.820096969604,357.350386619568,,,exact totals; API latency from one-second-resolution run log,results/lendingclub_v2/lr/llm/lr_llm_llm_bb103e2ac012/results/runtime_summary.csv;results/lendingclub_v2/lr/llm/lr_llm_llm_bb103e2ac012/run.log,Provider latency is zero for local cache hits. Combined feature-selection runtime is not compared directly with provider latency without labels.,canonical_llm_matrix_v2,fed536f44ed42d816abec1da4cb4d5a67acf8dfa1a400f6b0e34acb55e4f40f5
runtime,observed completed run,LendingClub v2,Logistic Regression,LLM-then-mRMR,lr_hybrid_llm_then_mrmr_45d98f9ad95c,6,,,6,0,,,,,,,1036.05296826363,1072.82852363586,,,exact totals; statistical component reconstructed from one-second mRMR log boundaries; LLM local component is reconciled residual,results/lendingclub_v2/lr/hybrid_mrmr/lr_hybrid_llm_then_mrmr_45d98f9ad95c/results/runtime_summary.csv;results/lendingclub_v2/lr/hybrid_mrmr/lr_hybrid_llm_then_mrmr_45d98f9ad95c/run.log,Provider latency is zero for local cache hits. Combined feature-selection runtime is not compared directly with provider latency without labels.,canonical_llm_matrix_v2,fed536f44ed42d816abec1da4cb4d5a67acf8dfa1a400f6b0e34acb55e4f40f5
runtime,observed completed run,LendingClub v2,Logistic Regression,Stable-core + LLM-fill,lr_hybrid_stable_core_llm_fill_497f694ad76d,6,,,6,0,,,,,,,4200.24988722801,4356.07831048966,,,exact totals; statistical component reconstructed from one-second mRMR log boundaries; LLM local component is reconciled residual,results/lendingclub_v2/lr/hybrid_stable_core_llm_fill/lr_hybrid_stable_core_llm_fill_497f694ad76d/results/runtime_summary.csv;results/lendingclub_v2/lr/hybrid_stable_core_llm_fill/lr_hybrid_stable_core_llm_fill_497f694ad76d/run.log,Provider latency is zero for local cache hits. Combined feature-selection runtime is not compared directly with provider latency without labels.,canonical_llm_matrix_v2,fed536f44ed42d816abec1da4cb4d5a67acf8dfa1a400f6b0e34acb55e4f40f5
runtime,observed completed run,LendingClub v2,CatBoost,mRMR,catboost_statistical_mrmr_94a6a14a53a4,0,,,0,0,,,,,,,1565.15795898438,3918.93263530731,,,exact runtime-summary components,results/lendingclub_v2/catboost/statistical/catboost_statistical_mrmr_94a6a14a53a4/results/runtime_summary.csv;results/lendingclub_v2/catboost/statistical/catboost_statistical_mrmr_94a6a14a53a4/run.log,Provider latency is zero for local cache hits. Combined feature-selection runtime is not compared directly with provider latency without labels.,canonical_llm_matrix_v2,fed536f44ed42d816abec1da4cb4d5a67acf8dfa1a400f6b0e34acb55e4f40f5
runtime,observed completed run,LendingClub v2,CatBoost,pure LLM,catboost_llm_llm_e6489647a93c,6,,,6,0,,,,,,,315.610383272171,4427.8900001049,,,exact totals; API latency from one-second-resolution run log,results/lendingclub_v2/catboost/llm/catboost_llm_llm_e6489647a93c/results/runtime_summary.csv;results/lendingclub_v2/catboost/llm/catboost_llm_llm_e6489647a93c/run.log,Provider latency is zero for local cache hits. Combined feature-selection runtime is not compared directly with provider latency without labels.,canonical_llm_matrix_v2,fed536f44ed42d816abec1da4cb4d5a67acf8dfa1a400f6b0e34acb55e4f40f5
runtime,observed completed run,LendingClub v2,CatBoost,LLM-then-mRMR,catboost_hybrid_llm_then_mrmr_59865aa71763,6,,,0,6,,,,,,,668.702353715897,4365.60431218147,,,exact totals; statistical component reconstructed from one-second mRMR log boundaries; LLM local component is reconciled residual,results/lendingclub_v2/catboost/hybrid_mrmr/catboost_hybrid_llm_then_mrmr_59865aa71763/results/runtime_summary.csv;results/lendingclub_v2/catboost/hybrid_mrmr/catboost_hybrid_llm_then_mrmr_59865aa71763/run.log,Provider latency is zero for local cache hits. Combined feature-selection runtime is not compared directly with provider latency without labels.,canonical_llm_matrix_v2,fed536f44ed42d816abec1da4cb4d5a67acf8dfa1a400f6b0e34acb55e4f40f5
runtime,observed completed run,LendingClub v2,CatBoost,Stable-core + LLM-fill,catboost_hybrid_stable_core_llm_fill_8da7f3b51c4a,6,,,0,6,,,,,,,10594.3647224903,15359.508844614,,,exact totals; statistical component reconstructed from one-second mRMR log boundaries; LLM local component is reconciled residual,results/lendingclub_v2/catboost/hybrid_stable_core_llm_fill/catboost_hybrid_stable_core_llm_fill_8da7f3b51c4a/results/runtime_summary.csv;results/lendingclub_v2/catboost/hybrid_stable_core_llm_fill/catboost_hybrid_stable_core_llm_fill_8da7f3b51c4a/run.log,Provider latency is zero for local cache hits. Combined feature-selection runtime is not compared directly with provider latency without labels.,canonical_llm_matrix_v2,fed536f44ed42d816abec1da4cb4d5a67acf8dfa1a400f6b0e34acb55e4f40f5
scalability,"2,000-feature scenario A",,,,,3,,,1,2,,270263,1054,271317,0.0270141,0.1206212,,,113.564749980477,308.534320743421,extrapolated,results/finalized_research/pending_analyses/llm_cost_scalability/scalability_scenarios.csv,"Context feasible: True; extrapolated, not empirical.",canonical_llm_matrix_v2,fed536f44ed42d816abec1da4cb4d5a67acf8dfa1a400f6b0e34acb55e4f40f5
scalability,"2,000-feature scenario B",,,,,18,,,6,12,,1621578,6324,1627902,0.1620846,0.7237272,,,681.388499882864,1851.20592446052,extrapolated,results/finalized_research/pending_analyses/llm_cost_scalability/scalability_scenarios.csv,"Context feasible: True; extrapolated, not empirical.",canonical_llm_matrix_v2,fed536f44ed42d816abec1da4cb4d5a67acf8dfa1a400f6b0e34acb55e4f40f5
scalability,"2,000-feature scenario C",,,,,36,,,12,24,,3243156,12648,3255804,0.3241692,1.4474544,,,1362.77699976573,3702.41184892105,extrapolated,results/finalized_research/pending_analyses/llm_cost_scalability/scalability_scenarios.csv,"Context feasible: True; extrapolated, not empirical.",canonical_llm_matrix_v2,fed536f44ed42d816abec1da4cb4d5a67acf8dfa1a400f6b0e34acb55e4f40f5
scalability,"2,000-feature scenario D",,,,,36,,,36,0,,9729468,37944,9767412,0.9725076,4.3423632,,,4088.33099929719,11107.2355467632,counterfactual,results/finalized_research/pending_analyses/llm_cost_scalability/scalability_scenarios.csv,"Context feasible: True; extrapolated, not empirical.",canonical_llm_matrix_v2,fed536f44ed42d816abec1da4cb4d5a67acf8dfa1a400f6b0e34acb55e4f40f5
usage_taxonomy,third benchmark authenticated observed,homecredit_model_stability_2024,,llm ranking shared by llm and stable_core_llm_fill,frozen_target_free_ranking,1,2,0,2,2,,,,,,,,,,,authenticated attempts; tokens/cost unavailable,results/prompt_16_homecredit_model_stability_2024/dev_llm_supplement_v3/llm_ranking/manifest.json,"Two recorded provider attempts: first response rejected for an unknown/hallucinated feature; second accepted with no unknown or duplicate features. One accepted ranking generation, two cached K states, and zero OOT requests/regeneration.",prompt16_final_amended,19855d82ba6061e368dd237e93a60c70875a152f17cc653c2b3d3bcd6e5d58b7
