feature_id,feature_name,semantic_group,umap_1,umap_2
08def8f7a1db5947262fccfd8b6f035d21cf2e27443d472f44ea56740fb12392,PREV_RATE_DOWN_PAYMENT_MIN,previous_application_behavior,2.055407,0.93581754
0959cd84aab46bc5e5329a7d7eeda5d8932c5f4d4b17595dfedc587b65876f34,CC_DRAWING_RATIO_MAX,credit_card_utilization,2.5202105,-3.2666075
097e2ef91cf16eb64f7085c00813dd1811ff819df04d258831ebf81ec05be691,INSTAL_AMT_INSTALMENT_SUM,installment_repayment_behavior,-1.8075991,-2.9056377
09c56a69c9b88b10b43f5ee8501d666e7311f451cf5c9f59ee433d3599cbdf08,INSTAL_IS_LATE_MEAN,installment_repayment_behavior,2.1857393,1.0256838
0aa5261586994d912a2942c60cb28a74701ae00085f60bb968e378ee723cf965,CC_AMT_INST_MIN_REGULARITY_MAX,credit_card_utilization,2.4374962,-4.5926876
0af94fef770b39fb26229d798a20025744625bf4c3f3e0074fd635570bfae26d,ENTRANCES_MEDI,application_amounts,1.3252652,4.8242974
0d4006d419e071925cf170864267d0eca1c85b4b3c3c4ae4188e1242f793d41e,BURO_CREDIT_DURATION_SUM,bureau_credit_history,2.3136616,-2.3995347
0da1330d778638c276360589e35508fd72407e4d01747f91a8704a80252be4d8,FLAG_DOCUMENT_15,other,19.077477,1.3619685
0da6d669d2bdebecb95a2e7ecf146069294830327e1250d8d4ecea007333390f,POS_MONTHS_BALANCE_MEAN,other,-6.378783,-3.938246
0ddf69f2cf9d67f1dd5687d613b6df93bef0b0376100fa5026446e8d5450e2f4,CC_AMT_DRAWINGS_ATM_CURRENT_MEAN,credit_card_utilization,2.3424358,-5.436575
0e2b05fcdd76fbbb8c8ee1f814621d026aba8bb9b5749c945aee5eb80e189923,BASEMENTAREA_MODE,application_amounts,0.6810922,5.1670322
0e3df13641cf7bb521d6ca5d0ffc2b69c8d785ad737edbd4b3b7c1d52131523c,CC_AMT_RECIVABLE_MEAN,credit_card_utilization,3.1484787,-4.3574038
0e5972744edc14a833604693ce61ec94bfda295a45f6910a16b3593358ab7185,CNT_FAM_MEMBERS,other,1.9745209,3.0696104
0f6788d2b2dd31ebcdbae72c264e2b1cdd9d5792c15b146be9117f7fc381b5de,CC_AMT_INST_MIN_REGULARITY_MEAN,credit_card_utilization,2.6687713,-4.3927703
10f9901bcbd3932ca272bced32828e3f92d6b6efa49de35a656ccd8aba466f0c,BURO_CREDIT_DAY_OVERDUE_SUM,bureau_debt,2.5464811,-0.1876217
11fbd5f5903abc6615739b93b46ee5150449c08224fec9d3eed898706424b817,FLAG_OWN_REALTY,other,18.034372,2.4948125
120c15e365e1dd3c1c3d2aff535f72faacd6954349551c5452c83a767d6ba9b7,INSTAL_AMT_INSTALMENT_MEAN,installment_repayment_behavior,-1.7491308,-2.8869598
121e79ca3d2d135655d2708e7329eab32434ebbdf7141753588141791a354ec2,BURO_DAYS_ENDDATE_FACT_SUM,bureau_credit_history,-6.5680737,-2.920139
1241e5ba275d03b1183b5f7aa73a5e9a427cf8e06647efd9912be347cf1db5b3,PREV_CNT_PAYMENT_SUM,previous_application_behavior,-2.369561,-2.0639753
1282abb8ffc9756d3090b7e988c7b6ef579d87ab1a999f557ae717ed8312312b,PREV_APPLICATION_DIFF_MEAN,previous_application_behavior,-5.1528053,-4.593068
132924a37487f03faa4fc5de4eeb4758b3a2e18146f3164e382e194a477e78c5,YEARS_BEGINEXPLUATATION_AVG,application_amounts,1.7131423,4.732633
1455db2e8c0babf08e52c0b8fcd3321fcad7f2f9b4b389c2c085e3ce3f2cdcc9,FLAG_DOCUMENT_7,other,19.228792,1.7341061
147e3a9a8087d60afdfd61a4a3bda38227f3ee1bcff3550ecca4a0a8615e6f9d,CC_AMT_DRAWINGS_ATM_CURRENT_VAR,credit_card_utilization,3.1324074,-5.322189
14f2f25495d35fc5fc76abf19a0fc1d9cda860c869d071eefd56c1ba5de45c51,YEARS_BEGINEXPLUATATION_MEDI,application_amounts,1.6813381,4.6798997
150e63fe3c583253796671701a65c6f502a58f1204fdc2f549bde6d35777619c,PREV_AMT_GOODS_PRICE_MAX,previous_application_behavior,-0.6397725,-2.390978
150fb88bcb70c94e10c583f08d4ca0262d15c9495d9488f16659b17a600cb562,BURO_BB_MONTHS_BALANCE_MIN_MIN,bureau_credit_history,-4.6818843,-0.3619441
15119bb30eaa0a163481e7c5438960635f7a83bfeb1c6a275b609884d48151e7,BURO_BB_MONTHS_BALANCE_VAR_MIN,bureau_credit_history,-4.6276817,-0.31398463
15d157406ea28e006ae25d13d46b001b5e507b86b1b74719ad8be85f43994dba,CC_AMT_BALANCE_MIN,credit_card_utilization,2.2569873,-4.6576953
1610cc3d82fd6e8dcf1b1dd139d2df5eda453d34417865956ab836e1093a8249,POS_SK_DPD_VAR,delinquency_behavior,2.5232606,0.35594723
17992d770e3a9703cabf6bb139619446632ca9fcd80ce86a960323ff8926798f,COMMONAREA_MODE,application_amounts,0.354239,4.941663
1841bc032adf0d9482715e033d82454a85f986408891b8e9b0a7f229526ad7df,FLOORSMAX_MODE,application_amounts,1.3730884,5.164404
187b7e607b73a62589d1ac10dce3465723cbee3aa38157b646b4276b74c370d4,CC_LIMIT_USE_SUM,credit_card_utilization,2.9110177,-3.1604853
18f80970734e8f60a8d3c580addab3c99d380ee00eb95658b79ff1cc5eee1580,BURO_CREDIT_DAY_OVERDUE_MAX,bureau_debt,2.4866817,-0.44853762
196192dabb6351818c770c8855dee4f306b4c6021b8bf08eb6b38fb869c853ff,BURO_BB_MONTHS_BALANCE_VAR_MEAN,bureau_credit_history,1.4769325,-2.4738266
1985a8a2a761788c412a5895d6aa111ac0f1688fdef6d1d4b8e0a58330ff742d,CC_CNT_DRAWINGS_ATM_CURRENT_VAR,credit_card_utilization,-2.83287,1.0404419
1a0a428efa4c0ed91dcb067b88a022d260def67e561966e316421542ecd1a397,CC_AMT_TOTAL_RECEIVABLE_MAX,credit_card_utilization,2.943278,-4.5245814
1a2f630838c34d7c7d40093a9d40cd231e1d17c0aa08efb5a0b0bb87e831b4d1,PREV_AMT_ANNUITY_MIN,previous_application_behavior,-0.53931767,-2.333252
1ab8aa79e9dd52c5a9bec893c4df45ff5f312ebb2137f42f003505f6b98e703a,CC_CNT_DRAWINGS_CURRENT_SUM,credit_card_utilization,-3.217066,0.9736793
1b7aae303e4a13e74dde4e0e8c737bdfb96b4cfa65f990af4428a3cdf0bf159f,CC_AMT_DRAWINGS_POS_CURRENT_MIN,credit_card_utilization,2.1651297,-5.2977967
1bc68a5155306555293193a913c95565dce6ac7d667ddddd8cfae56b859937d4,CC_AMT_DRAWINGS_POS_CURRENT_MEAN,credit_card_utilization,2.5994496,-5.400822
1bd8829b640549774b26ddfab89ec6166ae3493892e65c053c82e48533bdd6b0,PREV_PAYMENT_TERM_MIN,previous_application_behavior,-2.1654885,-3.556752
1be8a6df62b3c1702c6b2a730606d36e0ce33d0374379f3e7249ff64681d51a8,CNT_CHILDREN,other,1.984327,2.7485504
1be9518f716c5e41a300689681d9904add663a873274931ccb27fa73a9d19d0a,POS_MONTHS_BALANCE_VAR,other,-2.2280612,-3.4133072
1c7f1d778254fb7b1bc129cf21058e0e5de564f1c4d79d9eb1e67f68521aeb5d,PREV_RATE_DOWN_PAYMENT_SUM,previous_application_behavior,-2.8182065,-4.300708
1cb15a08bb5f29c6c5890ca21f65ed434cb724ceb8cff1903fd6673939f45f19,INSTAL_AMT_INSTALMENT_MAX,installment_repayment_behavior,-1.8152815,-2.9574187
1ec7dd49b62bd9bc85afebe07df35fb905e2b5fba7aedbbaf23c00d6da3b17e3,BURO_BB_MONTHS_BALANCE_SUM_MAX,bureau_credit_history,-4.7652497,-0.44847143
1ed35251e30760c00f8e6e6f99c3bc68d5e1ada7667b13c48c499238fc3dabe0,BURO_BB_MONTHS_BALANCE_SUM_MEAN,bureau_credit_history,-6.435298,-2.7060635
1f147f8253d0b4a96171b52ec7decb16227adb9c437b4e3bd40a49df7dd0aa27,CC_AMT_DRAWINGS_ATM_CURRENT_SUM,credit_card_utilization,2.4134557,-5.473224
20f65fa34e372a3a8579ba179403035f678709278b78bd258e7124e2b9270618,POS_TOTAL_INSTALMENT_PROG_MAX,other,-2.3449368,-2.5556874
2220e8a219035d814879e03216ab8b700dc37e4c63fb4620350bf6e1352e5f24,FLAG_OWN_CAR,other,18.024067,2.5022643
2298776d087b4bb3585610d2520a97095bde58c2d53243ed6a71178459668adf,INSTAL_PAYMENT_RATIO_MIN,installment_repayment_behavior,-2.4656425,-3.6255038
229af06b13adc19b057833b820254c90284e46f2622f7fe9b6a53f80db0e4038,PREV_DAYS_LAST_DUE_1ST_VERSION_MAX,previous_application_behavior,-2.847428,-2.0203228
231bdd447d79e49602bf0ad1c168de684672e9f41ca667089072a41206f0f68e,BURO_DAYS_CREDIT_ENDDATE_SUM,bureau_credit_history,2.1050475,-2.3518167
24917ef2ca54b6c353da13721f1f10ba9b3eb670b833b91d7b9bad4a20aec1f4,AMT_REQ_CREDIT_BUREAU_HOUR,application_amounts,2.2964559,2.5371094
2493642a4fc05f3f47745cb8a89fb0be58ddc58dda94282e62e914ac9571dad7,PREV_CNT_PAYMENT_VAR,previous_application_behavior,-2.143083,-1.7887278
24c074d38e370273cdbfc3340e34ab076442d21afb7d27dc38feb201a433458f,CC_AMT_DRAWINGS_OTHER_CURRENT_MEAN,credit_card_utilization,2.3462996,-5.353826
24ff34da18546c8234234698323f4375f34bff96fcbce48a33c7c3390ecfb538,PREV_INTEREST_ESTIMATE_MIN,previous_application_behavior,-2.412976,-4.196258
252931abf0267cffc814df023baf290a181ba1f6f38dfd005f1866068566c5ae,REG_REGION_NOT_LIVE_REGION,demographic_time_variables,18.844858,1.9841361
2582f47e8e6ef171163d022b66d13d20057598169be8c4f9c5807e48ff252fce,PREV_PAYMENT_TERM_VAR,previous_application_behavior,-1.3589271,-2.4690409
25c8744df2a9d6a3f7e2a6e020ac9f75cfbb3a639ae7dedd26797685705e7bc0,PREV_DAYS_FIRST_DUE_MEAN,previous_application_behavior,-6.2153926,-5.0694246
26db36305ef29486e0fdfb5e33c2d7b5a1498e300121bb701866bd63647f170e,CC_AMT_DRAWINGS_POS_CURRENT_VAR,credit_card_utilization,3.1824605,-5.279378
27515755af677850d57cc1d5d3b1a942b355672f6dbd052b33169664a740a54e,INSTAL_DAYS_ENTRY_PAYMENT_SUM,installment_repayment_behavior,-4.9811435,-4.4439144
288450ae013eaec161db28a5684bd2465cbb04916d7ad056abd7310e44f38d7c,BURO_AMT_CREDIT_SUM_OVERDUE_SUM,bureau_debt,2.689297,-0.55737436
2914a1ff4e2997af563062551b53ce8ff80a345846086d35b6797d680348078d,BURO_DEBT_CREDIT_DIFF_VAR,bureau_debt,2.0720458,-1.7064888
295288ca4d5c1403499bdd52197352eb71cbfe5990b7cc21f6fbd1972cabefed,CC_AMT_DRAWINGS_OTHER_CURRENT_VAR,credit_card_utilization,3.1221452,-5.3465962
29a863ba93df0d13f2d56b44a961bb01ee2c4298824f2dbcf28ab4fbf5239a9e,PREV_recent_decision_VAR,previous_application_behavior,-0.8024945,-3.1180775
29c7ed188abcb1ae45258af6049cec770fb0e331d8fdbf8684a915ac5b7f84ce,REG_CITY_NOT_WORK_CITY,demographic_time_variables,18.106724,2.4244003
2b10986b620f3ca72159c75ac11620922777f3e19f15ecb427d7dac28ef9332d,CC_AMT_PAYMENT_TOTAL_CURRENT_MEAN,credit_card_utilization,3.118414,-4.397937
2bcc2c79d2238de10316364f830ac2a4d311b65856924f8848e25f0dc5c906bb,POS_TOTAL_INSTALMENT_PROG_SUM,other,-2.609716,-3.4989502
2ccf9513ae42c4c6ec090778cbfbbaaf0cb4f64602bd67be7fdf5540af15137e,CC_AMT_BALANCE_VAR,credit_card_utilization,3.5843594,-4.7359595
2ceec45cf33ad911ac3b11f68983474b4c122fcbfe77bfbfbac3a99b9a72a914,POS_MONTHS_BALANCE_MAX,other,-6.1875753,-4.2151823
2d491b5dd23a52db4d27f23c71974100e32f3eb186cb58de7952f68f4c55cf37,AMT_REQ_CREDIT_BUREAU_YEAR,application_amounts,2.0473785,3.0011024
2d72e016dd181bedb49f3b9c4cbe6f903ac495b3700c46b8007f766ecf70b3ef,PREV_PAYMENT_TERM_MAX,previous_application_behavior,-1.3308519,-2.413535
2d991194cfc0806f9d6108b6a135de1890c8b3a38d667a71208db9e1a3caf66c,PREV_ASK_GRANT_RATIO_SUM,previous_application_behavior,-2.1789591,-4.0636315
2df97434662f0bdcef32b0346d9dff77579e918c43dddb83a42517e4dc505954,CC_AMT_RECEIVABLE_PRINCIPAL_SUM,credit_card_utilization,3.050307,-4.342549
2f38d625d412d5633e99ae88ede15eb4738ee26d325d32ef56b31040f138a41a,FLAG_DOCUMENT_13,other,19.133747,1.487472
2f4f5846d8a6c2908a01867888e26ac3f1d0342156522f8bd61ece2751bde165,PREV_DAYS_FIRST_DRAWING_MAX,previous_application_behavior,-3.1399903,1.6099955
30257a0e17255c7e09e184982ed6bd5e1a44e75700e8f75f6c15c4381b11f5cb,PREV_recent_decision_MEAN,previous_application_behavior,-5.4858255,-4.7533193
30f3a6b16d881b105c1660e905fe194edfd85b02cbb825f6abf508b31242d6d3,POS_SK_DPD_DEF_SUM,delinquency_behavior,2.4144306,0.5442051
314f987692ebd685671eef0d0f587ee7c66ee5718890b6fbfd2221e8d6471b64,PREV_INTEREST_ESTIMATE_SUM,previous_application_behavior,-2.4552944,-4.22817
3276a730f140cd9370b7684219fdc6eac507ddececa5eca8855fef607426f66d,PREV_HOUR_APPR_PROCESS_START_MAX,previous_application_behavior,2.0582738,3.9905035
32e5ae60515793906616090cad9e5fad71d15902c1b63feee36b789a8d77acff,PREV_INTEREST_ESTIMATE_MAX,previous_application_behavior,-2.4595726,-4.249181
32f738f3f07a20f1da68ae8d22b2e6f63a8ac816942598c10e9988f4cf04ee30,FLAG_DOCUMENT_3,other,18.2664,2.3143308
33402c64a7cfa6b8be154d7c9b2498a3c0ce4c0e332e9b5bd5d06fdb8048f6c3,PREV_AMT_CREDIT_SUM,previous_application_behavior,-0.39045873,-2.2284193
34cdee3970f888371fedfa10c9325ee538db51156ebe470358ff5516d157e50b,INSTAL_DAYS_DIFF_MEAN,installment_repayment_behavior,-4.7190175,-4.3973765
351f254d68480f9659db4ce8408f87ef7e0bc982ddcd3ecfcb9cfcc7ccdd297b,PREV_AMT_DOWN_PAYMENT_MEAN,previous_application_behavior,-1.494071,-2.206649
35d79bbdfdac7799644c407874921c68ec74d5d607bdd3cd9d9567d9ea4ec625,PREV_SELLERPLACE_AREA_SUM,previous_application_behavior,-0.30908546,-2.8499668
36689f0bdb6e6ae66bd593dacc2c6f8f387cd37bc9c9604f38223b56c4331e93,COMMONAREA_AVG,application_amounts,0.40013987,5.3091974
376d131097c8269b3e21e7629f27141d6c7259f46ea5b2b1d315c09bcb4c72ee,CC_AMT_RECIVABLE_VAR,credit_card_utilization,3.6442447,-4.775964
3784ca2a2d4dc5baaa3be1f38e5271fdd1b93efdb7c72d5ac18bc0a1274beef2,PREV_DAYS_FIRST_DUE_SUM,previous_application_behavior,-6.157523,-5.079461
38585f79bacd28c8464695a25aef75fab6ee50a8c371f6edd448f9a68902df7c,INSTAL_DAYS_INSTALMENT_MIN,installment_repayment_behavior,-6.1665654,-4.4753947
398698fcaae3f59a043f1f0f859ad628525dfa44f7e1c223ec16d7c83831cd83,INSTAL_IS_LATE_SUM,installment_repayment_behavior,2.1730552,0.92024297
3a2fbd55e4af68496ff844463be43a031535162bc4cd8157a287dc6fe7b077d6,CC_PAYMENT_DIV_MIN_MAX,credit_card_utilization,2.526084,-3.2595735
3aafbf8eb77b95644251fa0dc93310b67c06b3e03908f01e1bcc4bed8b43ae77,BURO_AMT_CREDIT_SUM_DEBT_VAR,bureau_debt,2.1035395,-1.5446775
3aba408a601abedfde587b2f7be01224803de2d5be12ca1d1305ce47eb4bdf24,INSTAL_PAYMENT_RATIO_SUM,installment_repayment_behavior,-1.7689863,-2.5914927
3bcf42bfc07b20b58a1a0ba49450fc5d6960cbae0e9a8d20a72d1a887dfb0e2e,POS_CNT_INSTALMENT_FUTURE_MEAN,other,-2.6093063,-3.3074176
3c154669cbb6ecf1bcae9d02a3c97a28ed96c11a59c1b52ebde4226ca2baeee6,FLAG_DOCUMENT_14,other,19.15943,1.6223543
3c8ae2cfe91fcb19b4b9cabf0fb9df67cf95425c3f9e0abf06093db53426620b,PREV_DAYS_LAST_DUE_MEAN,previous_application_behavior,-5.956268,-4.994089
3d183cb4c903148478055cf609b8507fd7d09163e9609fb19fdbfb8590a687ac,CC_AMT_RECIVABLE_SUM,credit_card_utilization,3.2844343,-4.4136267
3eb543865f2d4590723b83b6bf0012c364a76b08b45dcfba0c73837d3a46397b,POS_MONTHS_BALANCE_MIN,other,-6.4253783,-4.3186574
3ed4eb8970008540604ff3a69d63a846e137e20542841e25b77126397eeed338,BURO_BB_MONTHS_BALANCE_MEAN_MEAN,bureau_credit_history,-4.8304386,-0.5222985
404f42710ac87a0df317e39988063d4ab2e1b7b7494f812cb006630e9e4c212d,PREV_SELLERPLACE_AREA_MEAN,previous_application_behavior,-0.40468773,-2.7589767
41b7f9df29c3e1419aa7193a804018a162fea09fddfae443b4e56c769392aeee,BURO_BB_MONTHS_BALANCE_MAX_SUM,bureau_credit_history,-6.601322,-3.2243261
423a29b04be74bd9ba04b51d51e0edc73e29e8fe7fb9949e841e8c96f6f72a1c,BURO_DAYS_CREDIT_MAX,bureau_credit_history,-6.597344,-3.2885766
433a6a0f61a7804577faf3d6e0e40317c1a85f743f75f627cbe437b0c4a7bb21,BURO_BB_MONTHS_BALANCE_SUM_MIN,bureau_credit_history,-4.725346,-0.42010143
4374748266285f0144b1d8ebe5f88f9a244a20271789773b431ab058e0ae23c7,DAYS_LAST_PHONE_CHANGE,application_amounts,-6.5718427,-4.5443926
4399832032a327e5bffb6555e9110c8bbe714e296cfa9a8d29967d2f468279d3,AMT_GOODS_PRICE,previous_application_behavior,-1.4107733,-2.3215957
440c4a2185d9088a36fc290d5aec4c2a12b314de5d812b99eabc668269df6a80,PREV_RATE_DOWN_PAYMENT_VAR,previous_application_behavior,-2.7764647,-4.3036075
456136e249cef04d36ae379c908fd4a067dce4ba249402be6f2c0580327d6fe1,CC_LIMIT_USE_VAR,credit_card_utilization,2.7579987,-3.3770223
45ec568471eb8e36629b14ce41ea0ecdab5d5d3655c7d2626479fcbcadd61c1f,FLAG_MOBIL,other,18.816347,2.0208466
45efeb7d72e6bdf7468cef8080225d023dd578ce95fe70792f3e61892c8a6972,CC_AMT_DRAWINGS_POS_CURRENT_MAX,credit_card_utilization,2.5480626,-5.3725643
467c3b13f2bc028407e1ca98b95c836e9d233c6ca44f1bec218b2fc2d175d981,POS_CNT_INSTALMENT_VAR,other,-2.6029432,-3.2775056
47e1f0791ca2f6282120d1644f5dab1b2eef2ec8da76deae2bc74367bbf81c05,BURO_DEBT_RATIO_MIN,bureau_debt,2.8634815,-2.4900868
47f302fa156461b8642a94a5aa85ec5f3c3207e7d8ec57a355c5d228dfbade52,INSTAL_DAYS_DIFF_VAR,installment_repayment_behavior,-2.4252727,-3.0964458
4886aa8f4c57c72010c433a90fe3e08143787b2dcc08366384963f32db92a6cd,FLOORSMAX_AVG,application_amounts,1.4219357,5.304671
493859dcd729d41674bcacf3af4c61553bb2ac40b4e6ae9dfc9503acb791a938,INSTAL_DAYS_DIFF_MAX,installment_repayment_behavior,-2.180338,-2.1796646
499072f990337fdb5478ccc4c83f9a767d3446f831e9c90882e4a93586e5b391,CC_AMT_DRAWINGS_ATM_CURRENT_MAX,credit_card_utilization,2.3774464,-5.4989305
4a4f64f4769e4b151a1b31227c94cb9cd7f36df00d4cba0612c0b6bbaa424fb6,BURO_BB_MONTHS_BALANCE_VAR_VAR,bureau_credit_history,1.5293674,-2.3380768
4aadb72c5359a0df814b8d4f5df24d5e7f71cb2cf3197f31584d282488c25db2,FLAG_CONT_MOBILE,other,18.877052,1.9810635
4bcba68ad73ef0ed1c4f7ed5d7f4ae7508c862aaa36c8d00bd8cf27b1d59daa9,DAYS_ID_PUBLISH,application_amounts,-6.336632,-4.642176
4d4b5dc801786d54f8c538d6f433ad8be0a998d6ef3cf01fece62997118f242d,DAYS_BIRTH,application_amounts,-6.5372686,-4.4755325
4deb41832062be231dcc19ea3317aecafb49c3dfacba081e1a3ac423862be8c8,PREV_SELLERPLACE_AREA_VAR,previous_application_behavior,-0.3150298,-2.940204
4eae052a238cf631ae3d239d62cf4c096143f604b86e40d1a10c747700350e10,INSTAL_DAYS_ENTRY_PAYMENT_VAR,installment_repayment_behavior,-2.319487,-3.2220545
4eb845cd1862861eb16dd8a9d4495ecee873860200906045ec78f71da0378139,INSTAL_PAYMENT_RATIO_MAX,installment_repayment_behavior,-1.5798421,-2.586401
4f2f3019d7410129615c48e8e8b70388a30d5e03acb963ef88677c65efac0492,CC_AMT_DRAWINGS_CURRENT_VAR,credit_card_utilization,3.3632596,-5.196813
4f8ed211eb3ab71addd0ade66bc1c4834adf7aef65a895843dadf056079aa626,PREV_DAYS_TERMINATION_MIN,previous_application_behavior,-5.952628,-4.724274
4f94949b8dbffe895e27572a39e89201df18b5e5a78f86e17dee13a1be6d6587,FLAG_DOCUMENT_10,other,19.12657,1.7903429
5039d8e2756d0c5e03ed6d20ba31c2626433a8925556dd1d8ac73e3cdd7833e7,LIVINGAREA_MODE,application_amounts,0.99157673,5.245696
5087a890fbe1d0285e6121e424a4dc8a173f9ac9a7514a2397770a747f4f0e3f,BURO_AMT_CREDIT_MAX_OVERDUE_MAX,bureau_debt,2.7371595,-1.4530202
51164a54b3ee3439e1e36599ee18b73868225783c886eef11d0a3cbb70940e97,REG_REGION_NOT_WORK_REGION,demographic_time_variables,18.632393,2.1281621
517d6b799531e2021420d5ab2000247109832aac80144f3fc6a957644929add8,ENTRANCES_MODE,application_amounts,1.3561133,4.7775397
5215d3daebaa7d1d0bcf5044dd7a940f4ea21f0e9a755cdbf5a28a2587432a99,POS_LATE_PAYMENT_MEAN,delinquency_behavior,2.332961,0.75226045
53b3f4a6e049643f2466a36ce6cdcc81365488820ad64bd3d385b02c21b55118,BURO_CNT_CREDIT_PROLONG_MEAN,bureau_credit_history,2.4160042,2.0374062
53ed7666c9505b95266a64a280405b8427850988a9c5dbfe25565634cb6f4208,AMT_REQ_CREDIT_BUREAU_DAY,application_amounts,2.2858136,2.5437348
55433532a968290b2de62020621dd464a70bfcc4bf464ec50e7ea6d3c2cd452f,PREV_DAYS_LAST_DUE_1ST_VERSION_VAR,previous_application_behavior,-0.7547074,-3.2763429
5564717faa87ec23785ee83c55c4aa2ae99c40a69a6aa17c29af2f37957d0255,PREV_AMT_ANNUITY_SUM,previous_application_behavior,-0.27449584,-2.113907
571f08228cfb96626d17623fff2307217a6aad508e70cd76c6c68d8dcd7c05ab,LANDAREA_MODE,application_amounts,0.8602423,5.1425347
57b426be415da5a1c76e2e88f8d308424e2ac4f2b74e0c2ebe4c31b41ab0d909,NAME_INCOME_TYPE,income_capacity,1.0723711,7.0081596
5848cedac69d1b14410285c0b1e8907885768a180d197ac65c6ca9575a853865,FLAG_DOCUMENT_5,other,19.028471,1.883024
585882a11a11d9d3b38cd21180958971227083f4e0e34748cf6bc9d725778e0e,PREV_RATE_DOWN_PAYMENT_MEAN,previous_application_behavior,-2.7831528,-4.272863
58be4e3b325bc59443423e96d9253d9e507dcacfbfff34b2ef15134ae66904c6,BURO_DAYS_CREDIT_ENDDATE_MEAN,bureau_credit_history,2.2394722,-2.2818723
5914ff55f1fba3fc601a0d19948e84c50432aabb05eb421a2100587bd6b11b78,APARTMENTS_AVG,application_amounts,0.88177955,5.4961753
591998ea3791e106f77d0cee86b1559b979c3e8f17896494224301c5e8d7dff4,PREV_PAYMENT_TERM_MEAN,previous_application_behavior,-1.2839944,-2.340261
591eeb014e8c8b724bdadd97e8dc74252f5bde54955184a766afa1962e3b3418,CC_AMT_INST_MIN_REGULARITY_VAR,credit_card_utilization,3.3906975,-4.507813
598ec6bc6a1d1059c426ffe4149257bec1e1818e396e1ecea7b7fe0bcc455d38,CC_CNT_DRAWINGS_CURRENT_VAR,credit_card_utilization,-2.7338436,1.01285
5a218c7ca19990e22001b059aa1b87df28f5a4e6c4a7074d0858d7f2f14e1b9b,BURO_AMT_CREDIT_SUM_SUM,bureau_debt,2.2223446,-1.2259817
5ad5d661e8d253b95e3b30fcce0a48b40de824c4576edb84369e4816b239b072,FLOORSMIN_MODE,application_amounts,1.0500385,5.3277674
5b36ffb1e7e31f5fedae48a216e6b02bf25ab9fa46047b357082ea6e03ad6fbc,DEF_30_CNT_SOCIAL_CIRCLE,other,2.0243149,2.441942
5b42fa35f18241ca0a64c3a74029e4b74e8375fae06dec6d902d68905c775729,CC_AMT_BALANCE_SUM,credit_card_utilization,3.160341,-4.370419
5bab36a34bf9a5453d4fdd0c156efebb7ec9722fcc7c25e5c5934643b3803e09,AMT_ANNUITY,previous_application_behavior,-0.9779597,-2.6765888
5bbed59334ff962df4232b5a0c018814d02716962f5ddeb0b0b1f54242494b2d,PREV_AMT_ANNUITY_VAR,previous_application_behavior,-0.20860092,-2.2858434
